ID;RESPOND;Region;Region_edu;P5a;P5b;P5c;P5d;P5e1;P5e2;P5f1;P5f2;P5g;P5h;P5i;P5j;P5k_1;P5k_2;P5k_3;P5k_4;P5k_5;P5k_6;P5k_7;P5k_98;P5kEsp98;P5l;P6;P7;P8_1;P8_2;P8_3;P8_98;P8Esp98;filtro_NNA;p39a;P40;P40Esp98;P41_1;P41_2;P41_3;P41_4;P41_5;P41_6;P41_7;P41_8;P41_11;P41_12;P41_98;P41Esp98;P42;P43_1;P43_2;P43_3;P43_4;P43_5;P43_6;P43_7;P43_8;P43_9;P43_98;P43Esp98;P44;P45_1;P45_2;P45_3;P45_4;P45_5;P45_98;P45Esp98;P46_1;P46_2;P46_3;P46_4;P46_5;P46_6;P46_7;P46_8;P46_9;P46_11;P46_12;P46_99;P47;P47A;P48;P49_1;P49_2;P49_3;P49_4;P49_98;P49Esp98;P50;P51_1;P51_2;P52;p39b;P53_1;P53_2;P53_3;P53_4;P53_5;P53_6;P53_7;P53_98;P53_99;P53Esp98;P54a_1;P54a_2;P54a_3;P54a_4;P54a_5;P54a_6;P54a_7;P54a_8;P54a_9;cant_tec;P54b_1;P54b_2;P54b_3;P54b_4;P54b_5;P54b_6;P54b_7;P54b_8;P54b_9;P55;P56;P57;P58;P59a_1;P59a_2;P59a_3;P59a_4;P59a_5;P59a_6;P59a_7;P59a_8;P59b_1;P59b_2;P59b_3;P59b_4;P59b_5;P59b_6;P59b_7;P59b_8;P60_1;P60_2;P60_3;P60_4;P60_5;P60_6;P60_7;P60_8;P60_9;P60_98;P60Esp98;act_fisica;P61;P62_1;P62_2;P62_3;estado_animo;P63_1;P63_2;P63_3;P63_4;P63_5;P63_6;P63_7;P63_98;P63_99;P63Esp98;P64;P65;P66;nivel_setor;nivel_sector2;ayuda_labor;ayuda_hnos;tipo_SE;intens_CP;perc_AUH;perc_IFE;acceso_comp;dispo_comp;compu_NNA;acceso_int;tipo_int;acceso_TIC;NEA;clima;clima_dico;VSEH;VSEH_dico;pondera_preliminar;pondera_definitivo
4211;#1;AMBA;1;18;1;2;1;3;;17;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;;;;4;;6;7;;;; ;3;1;;;4;;; ;;;3;4;;7;;;;12;;;1; ;2;1;2;;4;; ;4;2;1;1; ;1;;;;5;6;;;; ;2;1;1;1;2;2;1;2;2;3;;2;2;2;;;2;;;1;1;1;1;2;2;2;3;2;2;2;2;2;2;1;2;2;1;2;2;1;;3;4;5;;;8;9;; ;2;2;2;2;2;1;;2;;;;;;;; ;nada;2; ;5;7;1;1;1;3;2;2;2;3;3;2;3;4;2;5;2;3;2;4.591;5.548
4211;#2;AMBA;1;16;2;2;1;3;;15;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;5;7;;;1;6;2;2;2;3;3;2;3;4;2;5;2;3;2;4.591;5.548
4211;#3;AMBA;1;6;2;2;1;2;;5;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;3;4;5;6;;;;;; ;1;;;;4;;;;;;; ;3;1;;;;;; ;;;;;;;8;;;;;;2; ;2;1;;;;; ;3;2;1;1;no estoy de acuerdo con la manera que se esta manejando la docente me recargaron todas las actividades nosotros solo envia las actividades sin mandar explicacion ni como hacerlas para resolver o para que aprenda algo en este tiempo;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;3;2;2;2;3;3;2;3;4;2;5;2;3;2;4.591;5.548
4211;#4;AMBA;1;3;1;2;1;1;;2;;1;;;;;;;;;;;; ;99;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;1;1;;;6;6;2;2;2;3;3;2;3;4;2;5;2;3;2;4.591;5.548
4419;#1;AMBA;1;17;2;2;1;3;;16;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;;;;;;6;;;9;; ;1;1;;;4;;; ;;;3;4;;7;;;;12;;;2; ;2;1;;;4;; ;3;1;1;4; ;1;;3;;;;7;;; ;1;1;2;2;1;2;1;2;2;3;1;1;;;1;;1;;;1;3;1;1;2;2;2;3;3;3;3;3;1;1;1;2;2;2;2;2;;;3;;5;6;;8;9;; ;1;2;1;1;1;3;;;;;5;;;;; ;estoy mas triste por mi viaje a bariloche se me fue postergando todo y no aprendimos llo mismo q en una clase presencial;2; ;6;8;2;2;1;1;2;2;1;1;1;1;1;1;2;8;2;4;2;3.893;4.094
5115;#1;AMBA;1;11;2;2;1;2;;10;;2;;1;1;;;;;;;;; ;99;;;;;;; ;1;no;1; ;1;2;3;4;5;6;;8;;;; ;1;;;;;;6;7;;9;; ;1;1;2;;;;; ;1;;;4;6;7;;;;;;;1; ;1;;2;;;; ;2;1;1;4;no;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;4;6;;;1;1;2;2;1;1;1;1;1;1;2;8;2;4;2;3.919;4.453
5807;#1;AMBA;1;17;2;2;1;3;;16;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;6;8;;;1;6;2;1;2;3;3;1;1;3;2;5;2;2;1;1.759;1.926
5807;#2;AMBA;1;19;1;2;1;3;;16;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;;;;4;;6;7;;9;; ;2;1;2;;4;;; ;1;2;3;4;;7;8;;10;;;;1; ;1;1;2;;;; ;3;2;1;1; ;1;;3;4;5;6;7;;; ;1;1;1;1;1;1;1;2;2;5;1;2;1;1;2;1;2;;;1;1;1;3;2;1;2;1;3;2;3;3;1;1;1;1;2;1;1;2;1;2;3;4;5;6;7;8;9;; ;1;2;2;1;1;3;;2;;;;;;;; ;nada mas;1;cocinar bien, compartir mas tiempo con mi familia y conocernos mas;5;7;2;2;1;2;2;1;2;3;3;1;1;3;2;5;2;2;1;1.759;1.926
6119;#1;AMBA;1;7;1;2;1;2;;6;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;5; ;;2;3;;5;6;7;8;;;; ;1;;2;3;4;;;7;;;; ;3;1;2;;;;; ;;2;;4;6;7;;9;10;;;;2; ;1;;2;;;; ;2;1;1;4;es un poco complicado, pero esta bien asi, no veo otra alternativa por ahora. nos tenemos que quedaren casa;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;3;2;1;1;1;1;1;1;1;2;7;2;2;1;3.177;3.761
6416;#1;AMBA;1;18;1;2;1;3;;17;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;;;;4;;6;7;;9;; ;1;1;;;4;;; ;;;3;4;;;;;;12;;;2; ;2;1;;;;; ;3;1;1;4; ;1;2;3;;;;7;;; ;1;1;1;1;1;1;1;2;2;5;2;2;2;2;2;2;1;;;3;3;1;2;2;2;2;3;3;2;2;2;1;1;1;2;1;1;1;1;;2;3;;5;6;7;8;9;; ;1;2;2;2;2;1;;2;;;5;;;;; ;no se q decirte;1;algunos temas nuevos de programacion que no conocia;6;8;1;2;1;1;2;2;1;1;1;1;1;1;2;4;1;4;2;4.829;5.078
6420;#1;AMBA;1;10;1;2;1;2;;9;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;3;4;5;6;;8;;;; ;1;;;;4;;;7;;;; ;3;1;;;;;; ;;2;3;;;7;;;;12;;;1; ;1;1;2;;;; ;2;1;1;4;no;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;4;6;;;1;3;1;2;1;1;1;1;1;1;2;5;2;4;2;4.345;4.937
7208;#1;AMBA;1;9;1;2;1;2;;8;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;3;4;5;6;7;8;;;; ;1;;;3;4;;6;7;;9;; ;2;1;;;4;;; ;;2;;4;;;8;;10;12;;;1; ;1;1;;;4;; ;3;1;2;;mis hijos tienen la suerte que yo les dedico mucho tiempo y dedicacion a sus tareas, pero hay que revisar bien como va a seguir esto porque los chicos tendran un bache muy grande, las tREAS NO PUEDEN PROFUNDIZARSE, LOS DOCENTES HACEN LO QUE MAS PUEDE;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;4;6;;;1;2;2;2;1;1;1;1;1;1;2;5;2;4;2;5.153;6.244
7208;#2;AMBA;1;7;2;2;1;2;;6;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;4;6;;;1;6;2;2;1;1;1;1;1;1;2;5;2;4;2;5.153;6.244
7210;#1;AMBA;1;4;2;2;1;1;;3;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;3;4;5;6;7;8;;;; ;1;;;;;;6;7;;9;; ;3;1;;3;4;;; ;;2;3;4;;7;8;;;;;;2; ;1;;2;;;; ;2;1;1;4;nada;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;2;3;;;1;3;2;2;1;1;1;1;1;1;2;7;2;4;2;130;01
7210;#2;AMBA;1;1;1;2;2;;5;;;;;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;0;9;;;6;6;2;2;1;1;1;1;1;1;2;7;2;4;2;130;01
7211;#1;AMBA;1;4;1;2;1;1;;3;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;3;4;5;6;7;8;;;; ;1;;;;;;;;;9;; ;1;1;2;;;;; ;;2;3;4;;7;8;;10;;;;2; ;1;;2;;;; ;2;2;1;1;"está angustiado y tiene miedo a enfermarse



";;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;2;3;;;1;1;2;2;1;2;2;1;2;1;2;8;2;4;2;1.439;1.459
7219;#1;AMBA;1;9;1;2;1;2;;8;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;;;5;6;7;;;;; ;1;;;;4;;6;7;;;; ;3;1;;;;;; ;;2;;;;7;8;;;;;;1; ;1;1;;;;; ;2;2;1;4;no;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;3;2;2;2;3;3;1;1;3;2;5;2;4;2;2.462;2.914
7414;#1;AMBA;1;5;2;2;1;1;;4;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;3;4;5;6;7;8;;;; ;1;;;;;;;7;;;; ;1;1;;;;;; ;;;3;;;;8;9;10;;;;2; ;2;;2;;;; ;2;2;1;2; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;1;1;;;1;1;1;1;1;1;2;2;3;2;1;4;1;1;1;2.808;3.701
7414;#2;AMBA;1;8;2;2;1;2;;7;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;6;1;1;1;1;2;2;3;2;1;4;1;1;1;2.808;3.701
7414;#3;AMBA;1;9;2;1;1;2;;7;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;3;4;5;6;7;8;;;; ;1;;;;;;;7;;;; ;1;1;;;;;; ;1;;3;;;;8;;10;;;;2; ;2;;2;;;; ;3;2;1;2;nada más;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;1;1;1;1;1;2;2;3;2;1;4;1;1;1;2.808;3.701
7422;#1;AMBA;1;3;2;2;2;;5;;;;;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;0;9;;;6;6;2;2;2;3;3;1;1;3;2;5;2;4;2;126;01
7422;#2;AMBA;1;5;1;2;1;1;;4;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;;3;4;5;6;7;;;;; ;1;;;;;;;7;;;; ;2;1;;;;;; ;;2;;;;7;8;;;;;;1; ;1;;2;;;; ;2;2;1;4;no;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;1;1;;;1;2;2;2;2;3;3;1;1;3;2;5;2;4;2;126;01
8116;#1;AMBA;1;7;2;2;1;2;;6;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;5; ;1;;;;5;6;7;;;;; ;1;;;3;;;;;;;; ;2;1;;;;;; ;;;;;;;;;;12;;;1; ;1;1;2;;;; ;1;2;2;;no;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;2;1;1;2;3;3;3;4;4;2;3;1;1;1;3.453;4.088
8220;#1;AMBA;1;7;1;2;1;2;;6;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;;;5;6;7;;;;; ;1;;;;4;;;7;;;; ;3;1;;;;;; ;;;;;;7;8;;;;;;1; ;1;1;2;;;; ;2;2;1;3;no;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;3;1;1;2;3;3;2;3;4;1;4;1;1;1;1.741;2.061
8302;#1;AMBA;1;5;1;2;1;1;;4;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;1;1;;;1;6;1;2;1;1;2;1;2;1;1;3;1;4;2;4.388;5.303
8302;#2;AMBA;1;12;2;2;1;2;;11;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;;2;3;4;5;6;;;;;; ;1;;;;4;5;;7;;9;; ;1;1;;;;;; ;1;2;3;4;6;;8;;;;;;2; ;1;1;2;;;; ;3;2;1;2;Se está complicando económicamente, por un lado no está bueno,no aprenden mucho.;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;1;1;2;1;1;2;1;2;1;1;3;1;4;2;4.388;5.303
8302;#3;AMBA;1;14;1;2;1;3;;14;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;;;;4;;;7;;9;; ;4;1;;;;;; ;;;3;4;;7;8;;;;;;2; ;2;;2;;;; ;2;1;1;4; ;1;;;;;;;;; ;1;1;1;1;1;2;1;2;2;4;2;1;2;1;1;;1;;;1;1;1;1;1;1;3;3;2;3;2;3;1;1;2;2;1;2;2;2;;2;3;4;5;;;8;9;; ;2;2;2;1;1;3;;;;4;;;;;; ;que es diferente y cuesta mas aprender y entender;2; ;5;7;1;1;1;4;1;2;1;1;2;1;2;1;1;3;1;4;2;4.388;5.303
8310;#1;AMBA;1;1;1;2;2;;5;;;;;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;0;9;;;6;6;2;2;1;1;1;1;1;1;2;8;2;4;2;1.509;63
8310;#2;AMBA;1;5;1;2;1;1;;4;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;3;4;5;6;7;8;;;; ;1;;;;4;;6;;;;; ;1;1;2;;;;; ;;2;;4;;;8;;10;12;;;2; ;1;1;;;;; ;5;1;2;;NO;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;2;3;;;1;1;2;2;1;1;1;1;1;1;2;8;2;4;2;1.509;63
8310;#3;AMBA;1;7;2;2;1;2;;6;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;3;4;5;6;7;8;;;; ;1;;;;4;;6;;;;; ;1;1;;;;;; ;1;2;;;;;8;;10;12;;;2; ;1;1;;;;; ;5;1;2;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;4;6;;;1;1;2;2;1;1;1;1;1;1;2;8;2;4;2;1.509;63
8312;#1;AMBA;1;8;1;2;1;2;;7;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;3;4;5;;7;8;;;; ;1;;;;4;;6;;;;; ;2;1;2;;;;; ;;2;3;4;;;8;;10;;;;1; ;1;;2;;;; ;3;2;1;2;no;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;4;6;;;1;2;2;2;1;2;2;1;2;1;2;8;2;4;2;4.379;4.881
8312;#2;AMBA;1;3;2;2;1;1;;2;;2;;;;;;;;;;;; ;99;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;2;3;;;6;6;2;2;1;2;2;1;2;1;2;8;2;4;2;4.379;4.881
8415;#1;AMBA;1;1;1;2;2;;5;;;;;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;0;9;;;6;6;1;1;1;1;1;1;1;1;1;2;1;2;1;138;01
8415;#2;AMBA;1;8;1;2;1;2;;8;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;5; ;1;2;3;4;5;6;7;8;;;; ;1;;;;4;;;7;;;; ;2;1;;;;;; ;1;;3;;;;8;9;10;;;;2; ;2;;2;;;; ;3;1;2;;nada mas;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;2;1;1;1;1;1;1;1;1;1;2;1;2;1;138;01
8415;#3;AMBA;1;18;1;2;2;;3;;15;2;2;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;0;9;;;5;6;1;1;1;1;1;1;1;1;1;2;1;2;1;138;01
8418;#1;AMBA;1;9;2;2;1;2;;8;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;3;4;5;6;7;8;;;; ;1;;2;3;4;;6;7;;9;; ;1;1;2;;;;; ;1;2;3;4;;7;8;;;12;;;1; ;1;1;;;;; ;4;1;1;4;NO;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;4;6;;;1;1;2;2;1;2;2;1;1;1;2;8;2;4;2;3.413;3.805
8418;#2;AMBA;1;4;2;2;1;1;;3;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;3;4;5;6;7;;;;; ;1;;2;3;4;;6;7;;;; ;1;1;2;;;;; ;;2;;4;;7;8;;;12;;;1; ;1;1;;;;; ;3;1;1;4; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;2;3;;;1;1;2;2;1;2;2;1;1;1;2;8;2;4;2;3.413;3.805
8501;#1;AMBA;1;5;1;2;1;1;;4;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;3;4;5;6;7;;;;; ;1;;;3;;;6;7;;;; ;2;;2;;;;; ;1;2;3;;;7;8;;10;12;;;2; ;1;1;2;;;; ;2;1;1;3;Que al principio estaba muy complicada,porque las madres y las docentes estábamos muy desorganizados,pero con el tiempo fuimos acomodándonos con la ayuda una psicopedagoga;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;2;3;;;1;2;2;2;1;1;2;1;2;1;2;4;1;3;2;5.434;917
8501;#2;AMBA;1;8;2;1;1;2;;7;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;4;6;;;1;6;2;2;1;1;2;1;2;1;2;4;1;3;2;5.434;917
8501;#3;AMBA;1;13;1;2;1;2;;11;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;;;3;;;;;;;; ;1;1;;;4;;; ;;2;3;4;;7;8;;10;12;;;2; ;1;1;2;;4;; ;2;1;2;; ;1;2;3;4;5;6;7;;; ;2;1;1;1;1;1;1;2;2;4;;1;1;1;1;1;1;;;1;1;1;1;1;1;1;1;2;2;3;3;1;1;1;2;2;1;1;1;;2;3;4;5;6;;8;9;; ;1;2;2;2;2;1;;;;;;6;;;; ;no;2; ;4;6;2;1;1;1;2;2;1;1;2;1;2;1;2;4;1;3;2;5.434;917
8501;#4;AMBA;1;15;1;2;1;3;;12;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;6;8;;;1;6;2;2;1;1;2;1;2;1;2;4;1;3;2;5.434;917
8501;#5;AMBA;1;17;1;2;2;;3;;16;2;;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;0;9;;;5;6;2;2;1;1;2;1;2;1;2;4;1;3;2;5.434;917
8505;#1;AMBA;1;13;1;2;1;3;;12;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;;;;;;;7;;9;; ;2;1;;;;;98;corrección en vivo;1;2;3;4;;7;;;;12;;;3; ;2;;2;;;; ;2;1;2;; ;1;;3;;5;6;;;; ;1;1;1;1;1;1;1;2;2;5;1;1;1;1;1;1;1;;;1;3;1;1;2;2;2;3;1;2;1;1;2;1;1;2;1;1;2;1;;2;3;4;5;6;7;8;9;; ;1;2;1;2;2;2;1;2;;;5;;;;; ;no;1;a valorarte y a cuidarme;6;8;1;1;1;2;2;2;1;1;1;1;2;1;2;8;2;4;2;3.636;3.823
8513;#1;AMBA;1;14;1;2;1;3;;13;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;;;3;;;6;7;;;; ;3;1;;;;;; ;;2;3;;;;8;;;;;;1; ;1;;;3;;; ;3;2;1;3; ;1;;;;;6;;;; ;2;2;1;1;2;1;2;2;2;3;;;1;99;;1;;;;2;2;1;2;2;1;1;3;2;2;2;2;2;1;1;2;1;1;1;2;;;;4;5;;;8;;; ;2;2;2;2;2;1;;;;;;;;;99; ;NC;1;NC;6;8;1;1;1;3;2;2;1;1;1;1;1;1;2;7;2;4;2;3.636;3.823
