ID;RESPOND;Region;Region_edu;P5a;P5b;P5c;P5d;P5e1;P5e2;P5f1;P5f2;P5g;P5h;P5i;P5j;P5k_1;P5k_2;P5k_3;P5k_4;P5k_5;P5k_6;P5k_7;P5k_98;P5kEsp98;P5l;P6;P7;P8_1;P8_2;P8_3;P8_98;P8Esp98;filtro_NNA;p39a;P40;P40Esp98;P41_1;P41_2;P41_3;P41_4;P41_5;P41_6;P41_7;P41_8;P41_11;P41_12;P41_98;P41Esp98;P42;P43_1;P43_2;P43_3;P43_4;P43_5;P43_6;P43_7;P43_8;P43_9;P43_98;P43Esp98;P44;P45_1;P45_2;P45_3;P45_4;P45_5;P45_98;P45Esp98;P46_1;P46_2;P46_3;P46_4;P46_5;P46_6;P46_7;P46_8;P46_9;P46_11;P46_12;P46_99;P47;P47A;P48;P49_1;P49_2;P49_3;P49_4;P49_98;P49Esp98;P50;P51_1;P51_2;P52;p39b;P53_1;P53_2;P53_3;P53_4;P53_5;P53_6;P53_7;P53_98;P53_99;P53Esp98;P54a_1;P54a_2;P54a_3;P54a_4;P54a_5;P54a_6;P54a_7;P54a_8;P54a_9;cant_tec;P54b_1;P54b_2;P54b_3;P54b_4;P54b_5;P54b_6;P54b_7;P54b_8;P54b_9;P55;P56;P57;P58;P59a_1;P59a_2;P59a_3;P59a_4;P59a_5;P59a_6;P59a_7;P59a_8;P59b_1;P59b_2;P59b_3;P59b_4;P59b_5;P59b_6;P59b_7;P59b_8;P60_1;P60_2;P60_3;P60_4;P60_5;P60_6;P60_7;P60_8;P60_9;P60_98;P60Esp98;act_fisica;P61;P62_1;P62_2;P62_3;estado_animo;P63_1;P63_2;P63_3;P63_4;P63_5;P63_6;P63_7;P63_98;P63_99;P63Esp98;P64;P65;P66;nivel_setor;nivel_sector2;ayuda_labor;ayuda_hnos;tipo_SE;intens_CP;perc_AUH;perc_IFE;acceso_comp;dispo_comp;compu_NNA;acceso_int;tipo_int;acceso_TIC;NEA;clima;clima_dico;VSEH;VSEH_dico;pondera_preliminar;pondera_definitivo
112510;#1;Pampeana;1;2;2;2;2;;5;;;;;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;0;9;;;6;6;1;1;2;3;3;1;1;3;1;4;1;2;1;106;01
112510;#2;Pampeana;1;5;2;1;1;1;;4;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;;3;;;;7;;;;; ;1;;;;;;;7;;;; ;1;1;;;;;; ;1;;3;;;7;;;;;;;1; ;1;1;;;;; ;2;2;1;2;no;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;1;1;;;1;1;1;1;2;3;3;1;1;3;1;4;1;2;1;106;01
112512;#1;Pampeana;1;11;2;1;1;2;;10;;1;;1;1;;;;;;;;; ;99;;;;;;; ;1;no;1; ;1;2;3;4;5;6;7;;;;; ;1;;;;4;5;;;8;;; ;2;1;;;;;; ;;2;3;;6;;8;;;12;;;1; ;1;1;;;;; ;3;2;1;4;la niña de 11 años tiene una discapacidad mas problemas bronquiales, ella esta sustada.;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;2;2;2;2;3;3;1;1;3;1;4;1;4;2;2.024;2.400
112513;#1;Pampeana;1;1;1;2;2;;5;;;;;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;0;9;;;6;6;1;1;1;1;2;2;3;2;1;4;1;1;1;2.988;136
112513;#2;Pampeana;1;2;1;2;1;1;;1;;1;;;;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;1;1;;;6;6;1;1;1;1;2;2;3;2;1;4;1;1;1;2.988;136
112513;#3;Pampeana;1;4;1;1;1;1;;3;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;5; ;1;;;;;;7;;;;; ;1;;;;;;;7;;;; ;2;1;;;;;; ;;;;4;;;;;;;;;1; ;1;;2;;;; ;2;2;1;2;nada;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;1;1;;;1;2;1;1;1;1;2;2;3;2;1;4;1;1;1;2.988;136
112513;#4;Pampeana;1;7;1;2;1;2;;6;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;5; ;1;;3;4;;;;;;;; ;1;;;;;;;;8;;; ;3;1;;;;;; ;1;2;;;;;8;;;;;;1; ;1;1;;;;; ;2;2;1;3;costo mucho al principio ,pero esto nos ayuda a manejar mejor la tecnologia y ayudar a los niños;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;3;1;1;1;1;2;2;3;2;1;4;1;1;1;2.988;136
112513;#5;Pampeana;1;3;2;2;1;1;;2;;1;;;;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;1;1;;;6;6;1;1;1;1;2;2;3;2;1;4;1;1;1;2.988;136
112513;#6;Pampeana;1;12;1;2;1;3;;12;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;5;7;;;1;6;1;1;1;1;2;2;3;2;1;4;1;1;1;2.988;136
112513;#7;Pampeana;1;13;2;2;1;3;;13;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;5;7;;;1;6;1;1;1;1;2;2;3;2;1;4;1;1;1;2.988;136
112513;#8;Pampeana;1;15;2;2;1;3;;14;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;5;7;;;1;6;1;1;1;1;2;2;3;2;1;4;1;1;1;2.988;136
112513;#9;Pampeana;1;18;2;2;1;3;;17;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;5;7;;;1;6;1;1;1;1;2;2;3;2;1;4;1;1;1;2.988;136
112514;#1;Pampeana;1;7;2;2;1;2;;6;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;;4;5;6;7;8;;;; ;1;;;;4;;;7;8;;; ;3;1;;;;;; ;;;3;;;;8;;;;;;1; ;1;1;2;;;; ;2;2;1;1;No nada;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;4;6;;;1;3;1;1;2;3;3;2;3;4;2;9;2;1;1;4.576;5.291
112514;#2;Pampeana;1;14;2;2;1;3;;14;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;;;;;;6;;;9;; ;1;1;2;;;;; ;1;2;;4;;7;;;;;;;2; ;1;1;2;;;; ;4;2;1;2; ;;;3;4;;6;;;; ;2;1;2;1;2;2;2;2;2;2;;2;;2;;;;;;1;1;1;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;1;;3;4;5;;;;;; ;2;2;2;1;2;2;;2;;;;;;;; ;Nada;2; ;6;8;2;2;1;1;1;1;2;3;3;2;3;4;2;9;2;1;1;4.576;5.291
112515;#1;Pampeana;1;16;1;2;1;3;;14;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;1;;;;;;7;;;; ;2;1;;;;;; ;;;;;;7;8;9;;;;;1; ;2;;2;;;; ;4;2;1;1; ;1;;;;;;7;;; ;2;2;1;2;2;2;1;2;2;2;;;1;;;;1;;;1;1;1;2;2;2;3;3;3;1;3;1;1;1;1;2;1;1;1;1;;2;3;4;5;;;;9;; ;2;2;2;1;2;2;;;;4;;;;;; ;no;1;"cuidar a mis papas que están grandes y mi papa esta enfermo
";5;7;2;2;1;2;2;2;2;3;3;3;4;4;2;5;2;3;2;2.310;2.496
112518;#1;Pampeana;1;8;2;2;1;2;;7;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;;2;3;4;;;;;;;; ;1;;;;4;;;7;;;; ;2;1;;;;;; ;;;3;;;;8;9;;;;;1; ;1;1;;;;; ;2;2;1;2;ME PARECE QUE ES MEJOR QUE LE EXPLIQUEN LOS DOCENTES LOS CHICOS A LOS PAPAS NO NOS PRESTAN ATENCION;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;2;1;1;2;3;3;2;3;4;2;5;2;1;1;106;01
112518;#2;Pampeana;1;4;1;2;1;1;;3;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;;;3;;;;;;;;; ;1;;;;;;;7;;;; ;2;1;;;;;; ;;;;;;;8;9;;;;;2; ;1;;2;;;; ;2;2;1;2; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;1;1;;;1;2;1;1;2;3;3;2;3;4;2;5;2;1;1;106;01
112518;#3;Pampeana;1;2;1;2;2;;5;;;;;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;0;9;;;6;6;1;1;2;3;3;2;3;4;2;5;2;1;1;106;01
112519;#1;Pampeana;1;11;1;2;1;2;;10;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;;3;;;;7;;;;; ;1;;;;;;;7;;;; ;3;1;;;;;; ;;;;;;;8;;10;;;;1; ;1;;2;;;; ;2;2;1;4;es muy complicado porque cuesta que el niño se siente a realizar la tarea;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;3;1;1;2;3;3;1;1;3;1;4;1;2;1;3.295;3.973
112519;#2;Pampeana;1;17;1;2;1;3;;14;;1;;2;2;;;;;;;;98;comenzo a trabajar;2;;;;;;; ;2; ;; ;;;;;;;;;;;; ;2;;;;;;;;;;; ;5;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;99; ;2;2;2;2;2;2;2;2;2;1;;;;;;;;;;;3;2;2;3;2;2;3;2;2;3;3;2;1;1;2;1;1;2;2;;;;;;;;;;98;trabajar;2;2;2;2;2;1;;;;;;;;;99; ;se había anotado en el colegio para hacer 1 año porque el había abandonado el colegio y como comenzó lo de la cuarentena las primera dos semana me mandaban actividades pero coomo no entendia nada y no podía hacerla. Preferi abandonar n;2; ;5;7;2;1;4;5;1;1;2;3;3;1;1;3;1;4;1;2;1;3.295;3.973
112520;#1;Pampeana;1;12;1;2;1;2;;9;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;5; ;1;2;;;;;;;;;; ;1;;;;;;;7;;;98;MAIL;1;1;;;;;; ;;;;;;;8;;;;;;2; ;1;1;;;;; ;2;2;1;2;TIENEN QUE VER DE QUE MANERA VAN A REINCORPORAR A LOS CHICOS A LA ACTIVIDAD ESCOLAR. HAY QUE PROTEGERSE;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;1;2;2;2;3;3;2;3;4;1;3;1;3;2;2.024;2.400
112602;#1;Pampeana;1;0;2;2;2;;5;;;;;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;0;9;;;6;6;1;1;2;3;3;2;3;4;1;4;1;1;1;143;01
112602;#2;Pampeana;1;3;1;2;2;;5;;;;;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;0;9;;;6;6;1;1;2;3;3;2;3;4;1;4;1;1;1;143;01
112602;#3;Pampeana;1;5;1;2;1;1;;4;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;2; ;1;;3;;5;;7;;;;; ;1;;;;4;;;7;;;; ;1;1;;3;;;; ;;;;;6;7;8;9;;;;;1; ;1;1;;;;; ;2;2;1;4;NO;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;1;1;;;1;1;1;1;2;3;3;2;3;4;1;4;1;1;1;143;01
112605;#1;Pampeana;1;8;2;2;1;2;;7;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;6;2;1;2;3;3;1;1;3;2;5;2;2;1;5.810;7.587
112605;#2;Pampeana;1;10;2;2;1;2;;9;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;;4;5;6;;;;;; ;1;;;;4;;;7;;;; ;1;1;;3;;;; ;1;;;4;;7;8;;;;;;1; ;1;1;;;;; ;3;2;1;2; NOS SENTIMOS SUPER ACOMPAÑADOS POR EL COLEGIO. ESTA BUENO QUE SIGAN CON ESTA MODALIDAD VIRTUAL, PORQUE ASI TIENEN TAREA Y OCUPAN EL TIEMPO. AUNQUE SI SIENTO, QUE E SPOCO LO QUE APRENDEN DE ESTA FORMA, VAN A VOLVER A LAS AULAS Y A EMPEZAR DE NUEV;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;1;2;1;2;3;3;1;1;3;2;5;2;2;1;5.810;7.587
112605;#3;Pampeana;1;14;1;2;1;3;;14;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;;;;;;6;7;;9;; ;2;1;;3;;;; ;1;2;3;;;7;8;;;;;;2; ;2;1;;;;; ;2;2;1;2; ;;;;;;;;;99; ;2;1;1;2;1;1;1;2;2;4;;99;99;;99;99;99;;;3;3;1;2;3;2;2;3;1;2;3;3;2;1;1;2;1;1;2;2;;;;;5;;;8;;98;YOUTUBE;2;2;2;2;2;1;;2;;;5;;;;; ;NO.;2; ;5;7;2;1;1;2;2;1;2;3;3;1;1;3;2;5;2;2;1;5.810;7.587
112611;#1;Pampeana;1;11;1;2;1;2;;10;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;;;;;5;6;7;;;;; ;1;;;;4;;;7;;;; ;1;1;;;;;; ;;;;;;7;8;;;;;;2; ;1;1;;;;; ;2;2;1;4;no;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;1;1;1;2;3;3;1;1;3;1;4;1;2;1;2.740;3.249
112614;#1;Pampeana;1;14;2;2;1;3;;14;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;;;;4;;6;7;;9;; ;3;1;2;;4;;; ;1;2;3;4;;7;8;;10;12;;;1; ;1;;2;;4;; ;2;1;1;4; ;1;2;3;4;5;6;7;;; ;2;1;1;1;1;1;1;2;2;4;;99;2;1;1;1;1;;;3;1;3;3;2;2;1;2;1;3;2;3;1;1;1;1;1;1;2;2;;;3;4;5;;;8;9;; ;2;2;1;1;1;3;;2;;;5;;;;; ;naada;1;a cocinar;6;8;1;1;1;3;2;2;1;1;2;1;1;1;2;3;1;4;2;6.195;7.163
112614;#2;Pampeana;1;9;1;2;1;2;;8;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;3;4;;6;7;8;;;; ;1;;;;;;6;;;9;; ;1;1;;;;;; ;;2;3;;;7;8;;10;;;;1; ;1;;2;;;98;excelente, muy bien;5;1;1;4;me ha adaptado, no tengo queja.;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;4;6;;;1;1;2;2;1;1;2;1;1;1;2;3;1;4;2;6.195;7.163
112615;#1;Pampeana;1;11;2;2;1;2;;10;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;;2;;4;;6;7;;;;; ;1;;;;;;6;7;;;; ;1;1;2;;;;; ;1;2;;4;;7;8;;;;;;1; ;1;1;;;4;; ;4;2;1;2;es rara,por que me parece que no se aprende ,pero es lo mejor que se puede hacer en este momento;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;4;6;;;1;1;1;1;2;3;3;2;3;4;1;4;1;1;1;1.111;68
112615;#2;Pampeana;1;18;2;2;1;4;;;;;;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;7;9;;;7;6;1;1;2;3;3;2;3;4;1;4;1;1;1;1.111;68
112620;#1;Pampeana;1;1;2;2;2;;5;;;;;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;0;9;;;6;6;2;2;2;3;3;2;3;4;1;3;1;3;2;744;01
112620;#2;Pampeana;1;14;2;2;1;3;;14;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;;;;;5;;7;;;; ;1;1;;;;;; ;1;;3;;;7;8;;;12;;;2; ;2;;2;;;; ;4;2;1;1; ;1;;;;;6;7;;; ;1;2;1;1;2;1;1;2;2;4;1;;1;1;;1;1;;;1;2;1;1;3;2;2;3;1;2;3;1;2;2;1;2;1;1;2;1;;;;4;5;;;;9;; ;2;2;2;2;2;1;;;;;;;;98;;abuelos;no;1;muchas cosas como ayudar en casa;5;7;2;1;1;1;2;2;2;3;3;2;3;4;1;3;1;3;2;744;01
112702;#1;Pampeana;1;9;1;2;1;2;;7;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;;4;;;;;;;; ;1;1;;;;5;;7;;;; ;1;1;;;;;; ;1;;;;;7;8;;;;;;1; ;1;1;;;;; ;2;2;1;1;nada;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;4;6;;;1;1;2;2;1;1;1;1;1;1;2;5;2;4;2;3.169;3.613
112712;#1;Pampeana;1;4;2;2;2;;1;;2;2;;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;0;9;;;5;6;2;2;1;1;2;1;1;1;2;5;2;4;2;3.415;767
112712;#2;Pampeana;1;6;2;2;1;2;;5;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;4;6;;;1;6;2;2;1;1;2;1;1;1;2;5;2;4;2;3.415;767
112712;#3;Pampeana;1;10;1;2;1;2;;9;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;;2;;4;5;;;;;;; ;1;;;;;;;7;;9;; ;1;1;2;;;;; ;;;;4;;7;;;;;;;1; ;1;;;;;98;entregado y si algo esta mal lo explican;2;2;1;4;estamos muy cansados y los chicos mucho mas hay muchas cosas q no entienden mucho;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;4;6;;;1;1;2;2;1;1;2;1;1;1;2;5;2;4;2;3.415;767
113206;#1;Pampeana;1;10;2;2;1;2;;9;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;2; ;1;2;3;4;5;6;7;8;;;98;Pizarra con ls actividades trabajan en famili;1;;;3;4;5;6;7;;9;; ;1;1;2;;4;;; ;1;2;3;4;;7;8;;;;;;1; ;1;1;2;;4;; ;3;1;1;4;Estoy conforme como esta funcionando el sistemade creo que todos ponemos mucho de cada parte tanto los docentes como los padres me gustaria vuelvan clases de turnos de 3 horas tambien creo q los chicos mas de una hora x zoomóptico no pueden estudi;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;4;6;;;1;1;2;2;1;1;1;1;1;1;2;9;2;4;2;3.667;4.181
113210;#1;Pampeana;1;16;2;2;1;3;;16;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;;;3;;;;;;;; ;1;1;2;3;4;;; ;;2;;;;;8;9;;12;;;1; ;3;;;;;; ;4;2;1;4; ;;;;;;;7;;; ;1;2;1;2;2;2;2;2;2;2;1;;1;;;;;;;3;1;1;2;1;2;1;2;2;3;3;3;1;1;1;2;1;2;2;2;1;2;3;;5;;;8;9;; ;2;2;1;1;1;3;;2;;;;;;;; ;es complicado;2; ;5;7;2;1;1;3;1;1;2;3;3;1;2;3;1;5;2;2;1;2.510;2.787
113210;#2;Pampeana;1;5;1;2;1;1;;4;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;5; ;1;2;3;;5;;7;;;;; ;1;;;3;;;;;;;; ;1;1;;;;;; ;;2;3;;;;8;;10;;;;1; ;3;;;;;; ;3;2;1;4;es raro, porque el ya había empezado y al ser jardin se vuelve difícil para el.;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;1;1;;;1;3;1;1;2;3;3;1;2;3;1;5;2;2;1;2.510;2.787
113212;#1;Pampeana;1;4;2;2;1;1;;3;;2;;1;1;;;;;;;;; ;2;;;;;;; ;1;no;1; ;1;2;3;4;5;;;8;;;; ;1;;;;;5;;7;;9;; ;1;1;2;;4;;; ;;2;;;;7;8;;;;;;1; ;1;1;;;;; ;3;1;1;4;NO TENGO PROBLEMA PORQUE LA SEÑO NOS DA ACTIVIDADES LINDAS PARA HACER. TE COMENTO QUE NO QUIERO ENVIARLAS DE NUEVO A NINGUNA DE LAS DOS, A MI SOBRINO TAMPOCO PORQUE MI HIJA TIENE UNA ENFERMEDAD AUTOINMUNE Y SY¡U PEDIATRA NOS DIJO QUE AL SER PE;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;2;3;;;1;1;2;2;1;1;2;1;2;1;2;5;2;4;2;4.109;4.205
113212;#2;Pampeana;1;5;2;2;1;1;;4;;2;;1;1;;;;;;;;; ;2;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;2;3;;;1;6;2;2;1;1;2;1;2;1;2;5;2;4;2;4.109;4.205
